"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-28 16:00","2023","10","28","16:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-28 17:00","2023","10","28","17:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-28 18:00","2023","10","28","18:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-28 19:00","2023","10","28","19:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-28 20:00","2023","10","28","20:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-28 21:00","2023","10","28","21:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-28 22:00","2023","10","28","22:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-28 23:00","2023","10","28","23:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-29 00:00","2023","10","29","00:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-29 01:00","2023","10","29","01:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-29 02:00","2023","10","29","02:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-29 03:00","2023","10","29","03:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-29 04:00","2023","10","29","04:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-29 05:00","2023","10","29","05:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-29 06:00","2023","10","29","06:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-29 07:00","2023","10","29","07:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-29 08:00","2023","10","29","08:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-29 09:00","2023","10","29","09:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-29 10:00","2023","10","29","10:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-29 11:00","2023","10","29","11:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-29 12:00","2023","10","29","12:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-29 13:00","2023","10","29","13:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-29 14:00","2023","10","29","14:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-29 15:00","2023","10","29","15:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-29 16:00","2023","10","29","16:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-29 17:00","2023","10","29","17:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-29 18:00","2023","10","29","18:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-29 19:00","2023","10","29","19:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-29 20:00","2023","10","29","20:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-29 21:00","2023","10","29","21:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-29 22:00","2023","10","29","22:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-29 23:00","2023","10","29","23:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-30 00:00","2023","10","30","00:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-30 01:00","2023","10","30","01:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-30 02:00","2023","10","30","02:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-30 03:00","2023","10","30","03:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-30 04:00","2023","10","30","04:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-30 05:00","2023","10","30","05:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-30 06:00","2023","10","30","06:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-30 07:00","2023","10","30","07:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-30 08:00","2023","10","30","08:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-30 09:00","2023","10","30","09:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-30 10:00","2023","10","30","10:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-30 11:00","2023","10","30","11:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-30 12:00","2023","10","30","12:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-30 13:00","2023","10","30","13:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-30 14:00","2023","10","30","14:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-30 15:00","2023","10","30","15:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-30 16:00","2023","10","30","16:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-30 17:00","2023","10","30","17:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-30 18:00","2023","10","30","18:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-30 19:00","2023","10","30","19:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-30 20:00","2023","10","30","20:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-30 21:00","2023","10","30","21:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-30 22:00","2023","10","30","22:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-30 23:00","2023","10","30","23:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-31 00:00","2023","10","31","00:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-31 01:00","2023","10","31","01:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-31 02:00","2023","10","31","02:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-31 03:00","2023","10","31","03:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-31 04:00","2023","10","31","04:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-31 05:00","2023","10","31","05:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-31 06:00","2023","10","31","06:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-31 07:00","2023","10","31","07:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-31 08:00","2023","10","31","08:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-31 09:00","2023","10","31","09:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-31 10:00","2023","10","31","10:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-31 11:00","2023","10","31","11:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-31 12:00","2023","10","31","12:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-31 13:00","2023","10","31","13:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-31 14:00","2023","10","31","14:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-31 15:00","2023","10","31","15:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-31 16:00","2023","10","31","16:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-31 17:00","2023","10","31","17:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-31 18:00","2023","10","31","18:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-31 19:00","2023","10","31","19:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-31 20:00","2023","10","31","20:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-31 21:00","2023","10","31","21:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-31 22:00","2023","10","31","22:00"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-31 23:00","2023","10","31","23:00"
